questionnaire_item_id,feature,question_text_primary,caregiver_question,psychologist_question,feature_label_human,feature_description,term_explanation,section_name,subsection_name,questionnaire_section_suggested,questionnaire_subsection_suggested,layer,domain,domains_final,module,criterion_ref,instrument_or_source,feature_type,feature_role,dataset_class,questionnaire_class,visible_question_yes_no,generated_input_yes_no,show_in_questionnaire_yes_no,is_direct_input,is_transparent_derived,derivable_if_not_shown_yes_no,requires_internal_scoring,requires_exact_item_wording,requires_clinician_administration,requires_child_self_report,who_answers,respondent_expected,administered_by,response_type,scale_id,scale_name,response_options_json,min_value,max_value,unit,scale_guidance,include_caregiver_1_3,include_caregiver_2_3,include_caregiver_full,include_psychologist_1_3,include_psychologist_2_3,include_psychologist_full,modes_applicable,caregiver_rank,psychologist_rank,caregiver_priority_bucket,psychologist_priority_bucket,derived_from_features,internal_scoring_formula_summary,selection_rationale,help_text,notes,canonical_question_id,reuse_answer_from_question_id,question_audit_status
Q054,agor_duration_months,¿Cuántos meses lleva presente este patrón de miedo o evitación?,¿Cuántos meses lleva presente este patrón de miedo o evitación?,¿Cuántos meses lleva presente este patrón de miedo o evitación?,Agor duration months,Input for agoraphobia - Agor duration months,Agorafobia: miedo intenso a situaciones de las que sería difícil salir o recibir ayuda.,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,agoraphobia,Agor_F,dsm5,duration_item,duration_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,integer,INTEGER_MONTHS,Número de meses,,0.0,240.0,meses,Ingrese un número entero de meses.,no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",86.0,86.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,Duración del problema en meses.,,,,audited_v16_4
Q055,agor_escape_help_cognition,¿El miedo aparece porque piensa que escapar sería difícil o que no recibiría ayuda si algo sale mal?,¿El miedo aparece porque piensa que escapar sería difícil o que no recibiría ayuda si algo sale mal?,¿El miedo aparece porque piensa que escapar sería difícil o que no recibiría ayuda si algo sale mal?,Agor escape help cognition,Input for agoraphobia - Agor escape help cognition,Agorafobia: miedo intenso a situaciones de las que sería difícil salir o recibir ayuda.,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,dsm5,adhd,adhd|elimination|anxiety|depression,agoraphobia,Agor_B,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",63.0,63.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_cognition; respondible por ambos roles,Este es el pensamiento central típico de la agorafobia.,,,,audited_v16_4
Q056,agor_fear_01_public_transport,¿Tiene mucho miedo a usar transporte público?,¿Tiene mucho miedo a usar transporte público?,¿Tiene mucho miedo a usar transporte público?,Agor fear 01 public transport,Input for agoraphobia - Agor fear 01 public transport,Agorafobia: miedo intenso a situaciones de las que sería difícil salir o recibir ayuda.,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,dsm5,adhd,adhd|anxiety|depression,agoraphobia,Agor_A,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",96.0,96.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa core_symptom; respondible por ambos roles,"Por ejemplo bus, metro, taxi, ruta escolar o similares.",,,,audited_v16_4
Q057,agor_fear_02_open_spaces,¿Tiene mucho miedo a estar en espacios abiertos?,¿Tiene mucho miedo a estar en espacios abiertos?,¿Tiene mucho miedo a estar en espacios abiertos?,Agor fear 02 open spaces,Input for agoraphobia - Agor fear 02 open spaces,Agorafobia: miedo intenso a situaciones de las que sería difícil salir o recibir ayuda.,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,dsm5,adhd,adhd|anxiety|depression,agoraphobia,Agor_A,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",97.0,97.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa core_symptom; respondible por ambos roles,"Por ejemplo plazas, parques amplios o sitios abiertos.",,,,audited_v16_4
Q058,agor_fear_03_enclosed_spaces,¿Tiene mucho miedo a estar en lugares cerrados?,¿Tiene mucho miedo a estar en lugares cerrados?,¿Tiene mucho miedo a estar en lugares cerrados?,Agor fear 03 enclosed spaces,Input for agoraphobia - Agor fear 03 enclosed spaces,Agorafobia: miedo intenso a situaciones de las que sería difícil salir o recibir ayuda.,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,dsm5,adhd,adhd|elimination|anxiety|depression,agoraphobia,Agor_A,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",98.0,98.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa core_symptom; respondible por ambos roles,"Por ejemplo salas cerradas, ascensores o sitios cerrados.",,,,audited_v16_4
Q059,agor_fear_04_crowds_queues,¿Tiene mucho miedo a estar en filas o multitudes?,¿Tiene mucho miedo a estar en filas o multitudes?,¿Tiene mucho miedo a estar en filas o multitudes?,Agor fear 04 crowds queues,Input for agoraphobia - Agor fear 04 crowds queues,Agorafobia: miedo intenso a situaciones de las que sería difícil salir o recibir ayuda.,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,dsm5,adhd,adhd|elimination|anxiety|depression,agoraphobia,Agor_A,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,no,yes,no,yes,yes,"caregiver_full, psychologist_2_3, psychologist_full",99.0,99.0,baja,media,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa core_symptom; respondible por ambos roles,Observe miedo a quedar atrapado o no poder salir.,,,,audited_v16_4
Q060,agor_fear_05_outside_home_alone,¿Tiene mucho miedo a estar fuera de casa solo o sola?,¿Tiene mucho miedo a estar fuera de casa solo o sola?,¿Tiene mucho miedo a estar fuera de casa solo o sola?,Agor fear 05 outside home alone,Input for agoraphobia - Agor fear 05 outside home alone,Agorafobia: miedo intenso a situaciones de las que sería difícil salir o recibir ayuda.,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,dsm5,adhd,adhd|elimination|anxiety|depression,agoraphobia,Agor_A,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,no,yes,no,yes,yes,"caregiver_full, psychologist_2_3, psychologist_full",100.0,100.0,baja,media,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa core_symptom; respondible por ambos roles,Observe necesidad de compañía para salir.,,,,audited_v16_4
Q061,agor_impairment,¿Cuánto afecta este miedo la vida diaria?,¿Cuánto afecta este miedo la vida diaria?,¿Cuánto afecta este miedo la vida diaria?,Agor impairment,Input for agoraphobia - Agor impairment,Agorafobia: miedo intenso a situaciones de las que sería difícil salir o recibir ayuda.,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,dsm5,adhd,adhd|elimination|anxiety|depression,agoraphobia,Agor_G,dsm5,impairment_item,impairment_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,IMPACT_0_3,Impacto 0-3,"[{""value"": 0, ""label"": ""0 = Sin impacto""}, {""value"": 1, ""label"": ""1 = Impacto leve""}, {""value"": 2, ""label"": ""2 = Impacto moderado""}, {""value"": 3, ""label"": ""3 = Impacto marcado""}]",0.0,3.0,,"0 sin impacto, 1 impacto leve, 2 impacto moderado, 3 impacto marcado.",no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",70.0,70.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,Impacto funcional.,,,,audited_v16_4
Q062,agor_not_better_explained,"Según su juicio clínico, ¿este miedo a ciertos lugares o situaciones no se explica mejor por otro trastorno?","Según su juicio clínico, ¿este miedo a ciertos lugares o situaciones no se explica mejor por otro trastorno?","Según su juicio clínico, ¿este miedo a ciertos lugares o situaciones no se explica mejor por otro trastorno?",Agor not better explained,Input for agoraphobia - Agor not better explained,Agorafobia: miedo intenso a situaciones de las que sería difícil salir o recibir ayuda.,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,dsm5,adhd,adhd|depression,agoraphobia,Agor_I,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,yes,no,yes,yes,no,no,no,yes,no,no,Psicólogo/a,psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,no,no,no,yes,psychologist_full,,126.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,Solo para juicio clínico profesional.,,,,audited_v16_4
Q063,agor_not_excessive_due_medical,"Según su juicio clínico, ¿este miedo a ciertos lugares o situaciones no se explica mejor por una condición médica?","Según su juicio clínico, ¿este miedo a ciertos lugares o situaciones no se explica mejor por una condición médica?","Según su juicio clínico, ¿este miedo a ciertos lugares o situaciones no se explica mejor por una condición médica?",Agor not excessive due medical,Input for agoraphobia - Agor not excessive due medical,Agorafobia: miedo intenso a situaciones de las que sería difícil salir o recibir ayuda.,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,"4. Miedos, preocupación y evitación",Miedo a ciertos lugares o situaciones,dsm5,adhd,adhd|depression,agoraphobia,Agor_H,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,yes,no,yes,yes,no,no,no,yes,no,no,Psicólogo/a,psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,no,no,no,yes,psychologist_full,,172.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa clinician_gate; solo psicólogo,Solo para juicio clínico profesional.,,,,audited_v16_4
Q064,gad_assoc_01_restlessness,"¿Se muestra inquieto, nervioso o incapaz de relajarse?","¿Se muestra inquieto, nervioso o incapaz de relajarse?","¿Se muestra inquieto, nervioso o incapaz de relajarse?",Gad assoc 01 restlessness,Input for generalized_anxiety - Gad assoc 01 restlessness,Ansiedad generalizada: preocupación excesiva y difícil de controlar en varias áreas de la vida.,"4. Miedos, preocupación y evitación",Preocupación excesiva,"4. Miedos, preocupación y evitación",Preocupación excesiva,dsm5,adhd,adhd|elimination|anxiety|depression,generalized_anxiety,GAD_C,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",73.0,73.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa associated_symptom; respondible por ambos roles,Incluya sensación de estar en tensión.,,,,audited_v16_4
Q065,gad_assoc_02_fatigue,¿Se cansa con facilidad o muestra baja energía asociada a la preocupación?,¿Se cansa con facilidad o muestra baja energía asociada a la preocupación?,¿Se cansa con facilidad o muestra baja energía asociada a la preocupación?,Gad assoc 02 fatigue,Input for generalized_anxiety - Gad assoc 02 fatigue,Ansiedad generalizada: preocupación excesiva y difícil de controlar en varias áreas de la vida.,"4. Miedos, preocupación y evitación",Preocupación excesiva,"4. Miedos, preocupación y evitación",Preocupación excesiva,dsm5,adhd,adhd|elimination|anxiety|depression,generalized_anxiety,GAD_C,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",74.0,74.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa associated_symptom; respondible por ambos roles,No cuente solo cansancio físico aislado.,,,,audited_v16_4
Q066,gad_assoc_03_concentration_difficulty,¿La preocupación le dificulta concentrarse o pensar con claridad?,¿La preocupación le dificulta concentrarse o pensar con claridad?,¿La preocupación le dificulta concentrarse o pensar con claridad?,Gad assoc 03 concentration difficulty,Input for generalized_anxiety - Gad assoc 03 concentration difficulty,Ansiedad generalizada: preocupación excesiva y difícil de controlar en varias áreas de la vida.,"4. Miedos, preocupación y evitación",Preocupación excesiva,"4. Miedos, preocupación y evitación",Preocupación excesiva,dsm5,adhd,adhd|elimination|anxiety|depression,generalized_anxiety,GAD_C,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",75.0,75.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa associated_symptom; respondible por ambos roles,Observe distracción por preocupación.,,,,audited_v16_4
Q067,gad_assoc_04_irritability,¿Se muestra irritable o fácilmente molesto cuando está preocupado?,¿Se muestra irritable o fácilmente molesto cuando está preocupado?,¿Se muestra irritable o fácilmente molesto cuando está preocupado?,Gad assoc 04 irritability,Input for generalized_anxiety - Gad assoc 04 irritability,Ansiedad generalizada: preocupación excesiva y difícil de controlar en varias áreas de la vida.,"4. Miedos, preocupación y evitación",Preocupación excesiva,"4. Miedos, preocupación y evitación",Preocupación excesiva,dsm5,adhd,adhd|elimination|anxiety|depression,generalized_anxiety,GAD_C,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",76.0,76.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa associated_symptom; respondible por ambos roles,Observe relación con tensión o preocupación.,,,,audited_v16_4
